CUST_NO,XCOORD,YCOORD,DEMAND,READY_TIME,DUE_DATE,SERVICE_TIME,INSTANCE,TYPE
14,22,75,30,30,280,90,C108,C
15,22,85,10,489,698,90,C108,C
16,20,80,40,318,495,90,C108,C
17,20,85,40,394,609,90,C108,C
18,18,75,20,33,226,90,C108,C
19,15,75,20,68,365,90,C108,C
20,15,80,10,176,447,90,C108,C
21,30,50,10,10,265,90,C108,C
22,30,52,20,836,1043,90,C108,C
23,28,52,20,704,991,90,C108,C
24,28,55,10,664,845,90,C108,C
25,25,50,10,15,333,90,C108,C
26,25,52,40,88,305,90,C108,C
27,25,55,10,502,821,90,C108,C
28,23,52,10,179,398,90,C108,C
29,23,55,20,476,663,90,C108,C
30,20,50,10,288,475,90,C108,C
31,20,55,10,368,585,90,C108,C
32,10,35,20,144,293,90,C108,C
33,10,40,30,31,309,90,C108,C
34,8,40,40,33,313,90,C108,C
35,8,45,20,655,912,90,C108,C
36,5,35,10,191,436,90,C108,C
37,5,45,10,588,793,90,C108,C
38,2,40,20,305,512,90,C108,C
39,0,40,30,414,587,90,C108,C
40,0,45,20,481,710,90,C108,C
41,35,30,10,180,405,90,C108,C
42,35,32,10,63,338,90,C108,C
43,33,32,20,19,345,90,C108,C
44,33,35,10,16,273,90,C108,C
45,32,30,10,278,493,90,C108,C
46,30,30,10,453,688,90,C108,C
47,30,32,30,355,602,90,C108,C
48,30,35,10,837,1127,90,C108,C
49,28,30,10,539,786,90,C108,C
50,28,35,10,867,1126,90,C108,C
51,26,32,10,719,976,90,C108,C
52,25,30,10,635,876,90,C108,C
53,25,35,10,825,1056,90,C108,C
54,44,5,20,193,440,90,C108,C
55,42,10,40,78,365,90,C108,C
56,42,15,10,35,287,90,C108,C
57,40,5,30,308,513,90,C108,C
58,40,15,40,35,246,90,C108,C
59,38,5,30,376,629,90,C108,C
60,38,15,10,519,872,90,C108,C
61,35,5,20,463,728,90,C108,C
62,50,30,10,412,729,90,C108,C
63,50,35,20,181,398,90,C108,C
64,50,40,50,100,289,90,C108,C
65,48,30,10,539,786,90,C108,C
66,48,40,10,12,223,90,C108,C
67,47,35,10,753,948,90,C108,C
68,47,40,10,12,275,90,C108,C
69,45,30,10,669,842,90,C108,C
70,45,35,10,836,1049,90,C108,C
71,95,30,30,284,559,90,C108,C
72,95,35,20,194,459,90,C108,C
73,53,30,10,367,588,90,C108,C
74,92,30,10,370,659,90,C108,C
75,53,35,50,263,502,90,C108,C
76,45,65,20,847,1130,90,C108,C
77,90,35,10,119,344,90,C108,C
78,88,30,10,469,748,90,C108,C
79,88,35,20,50,295,90,C108,C
80,87,30,10,573,826,90,C108,C
81,85,25,10,694,895,90,C108,C
82,85,35,30,47,356,90,C108,C
83,75,55,20,293,496,90,C108,C
84,72,55,10,154,449,90,C108,C
85,70,58,20,360,621,90,C108,C
86,68,60,30,470,697,90,C108,C
87,66,55,10,76,335,90,C108,C
88,65,55,20,25,260,90,C108,C
89,65,60,30,551,802,90,C108,C
90,63,58,10,640,899,90,C108,C
91,60,55,10,20,276,90,C108,C
92,60,60,10,756,969,90,C108,C
93,67,85,20,257,552,90,C108,C
94,65,85,40,409,584,90,C108,C
95,65,82,10,209,412,90,C108,C
96,62,80,30,130,305,90,C108,C
97,60,80,10,36,283,90,C108,C
98,60,85,30,470,713,90,C108,C
99,58,75,20,30,248,90,C108,C
100,55,80,10,628,935,90,C108,C
101,55,85,20,530,843,90,C108,C
1,40,50,0,0,1236,0,C109,C
2,45,68,10,760,1120,90,C109,C
3,45,70,30,668,1028,90,C109,C
4,42,66,10,16,376,90,C109,C
5,42,68,10,575,935,90,C109,C
6,42,65,10,15,375,90,C109,C
7,40,69,20,482,842,90,C109,C
8,40,66,20,18,378,90,C109,C
9,38,68,20,110,470,90,C109,C
10,38,70,10,390,750,90,C109,C
11,35,66,10,204,564,90,C109,C
12,35,69,10,297,657,90,C109,C
13,25,85,20,507,867,90,C109,C
14,22,75,30,30,390,90,C109,C
15,22,85,10,414,774,90,C109,C
16,20,80,40,227,587,90,C109,C
17,20,85,40,322,682,90,C109,C
18,18,75,20,33,393,90,C109,C
19,15,75,20,37,397,90,C109,C
20,15,80,10,132,492,90,C109,C
21,30,50,10,10,370,90,C109,C
22,30,52,20,760,1120,90,C109,C
23,28,52,20,668,1028,90,C109,C
24,28,55,10,575,935,90,C109,C
25,25,50,10,15,375,90,C109,C
26,25,52,40,17,377,90,C109,C
27,25,55,10,482,842,90,C109,C
28,23,52,10,109,469,90,C109,C
29,23,55,20,390,750,90,C109,C
30,20,50,10,202,562,90,C109,C
31,20,55,10,297,657,90,C109,C
32,10,35,20,39,399,90,C109,C
33,10,40,30,31,391,90,C109,C
34,8,40,40,33,393,90,C109,C
35,8,45,20,604,964,90,C109,C
36,5,35,10,134,494,90,C109,C
37,5,45,10,511,871,90,C109,C
38,2,40,20,229,589,90,C109,C
39,0,40,30,321,681,90,C109,C
40,0,45,20,416,776,90,C109,C
41,35,30,10,113,473,90,C109,C
42,35,32,10,21,381,90,C109,C
43,33,32,20,19,379,90,C109,C
44,33,35,10,16,376,90,C109,C
45,32,30,10,206,566,90,C109,C
46,30,30,10,391,751,90,C109,C
47,30,32,30,299,659,90,C109,C
48,30,35,10,767,1127,90,C109,C
49,28,30,10,483,843,90,C109,C
50,28,35,10,766,1126,90,C109,C
51,26,32,10,668,1028,90,C109,C
52,25,30,10,576,936,90,C109,C
53,25,35,10,761,1121,90,C109,C
54,44,5,20,137,497,90,C109,C
55,42,10,40,42,402,90,C109,C
56,42,15,10,35,395,90,C109,C
57,40,5,30,231,591,90,C109,C
58,40,15,40,35,395,90,C109,C
59,38,5,30,323,683,90,C109,C
60,38,15,10,516,876,90,C109,C
61,35,5,20,416,776,90,C109,C
62,50,30,10,391,751,90,C109,C
63,50,35,20,110,470,90,C109,C
64,50,40,50,15,375,90,C109,C
65,48,30,10,483,843,90,C109,C
66,48,40,10,12,372,90,C109,C
67,47,35,10,671,1031,90,C109,C
68,47,40,10,12,372,90,C109,C
69,45,30,10,576,936,90,C109,C
70,45,35,10,763,1123,90,C109,C
71,95,30,30,242,602,90,C109,C
72,95,35,20,147,507,90,C109,C
73,53,30,10,298,658,90,C109,C
74,92,30,10,335,695,90,C109,C
75,53,35,50,203,563,90,C109,C
76,45,65,20,770,1130,90,C109,C
77,90,35,10,52,412,90,C109,C
78,88,30,10,429,789,90,C109,C
79,88,35,20,50,410,90,C109,C
80,87,30,10,520,880,90,C109,C
81,85,25,10,615,975,90,C109,C
82,85,35,30,47,407,90,C109,C
83,75,55,20,215,575,90,C109,C
84,72,55,10,122,482,90,C109,C
85,70,58,20,311,671,90,C109,C
86,68,60,30,404,764,90,C109,C
87,66,55,10,26,386,90,C109,C
88,65,55,20,25,385,90,C109,C
89,65,60,30,497,857,90,C109,C
90,63,58,10,590,950,90,C109,C
91,60,55,10,20,380,90,C109,C
92,60,60,10,683,1043,90,C109,C
93,67,85,20,225,585,90,C109,C
94,65,85,40,317,677,90,C109,C
95,65,82,10,131,491,90,C109,C
96,62,80,30,38,398,90,C109,C
97,60,80,10,36,396,90,C109,C
98,60,85,30,412,772,90,C109,C
99,58,75,20,30,390,90,C109,C
100,55,80,10,602,962,90,C109,C
101,55,85,20,507,867,90,C109,C
1,40,50,0,0,3390,0,C201,C
2,52,75,10,311,471,90,C201,C
3,45,70,30,213,373,90,C201,C
4,62,69,10,1167,1327,90,C201,C
5,60,66,10,1261,1421,90,C201,C
6,42,65,10,25,185,90,C201,C
7,16,42,20,497,657,90,C201,C
8,58,70,20,1073,1233,90,C201,C
9,34,60,20,2887,3047,90,C201,C
10,28,70,10,2601,2761,90,C201,C
11,35,66,10,2791,2951,90,C201,C
12,35,69,10,2698,2858,90,C201,C
13,25,85,20,2119,2279,90,C201,C
14,22,75,30,2405,2565,90,C201,C
15,22,85,10,2026,2186,90,C201,C
16,20,80,40,2216,2376,90,C201,C
17,20,85,40,1934,2094,90,C201,C
18,18,75,20,2311,2471,90,C201,C
19,15,75,20,1742,1902,90,C201,C
20,15,80,10,1837,1997,90,C201,C
21,30,50,10,10,170,90,C201,C
22,30,56,20,2983,3143,90,C201,C
23,28,52,20,22,182,90,C201,C
24,14,66,10,1643,1803,90,C201,C
25,25,50,10,116,276,90,C201,C
26,22,66,40,2504,2664,90,C201,C
27,8,62,10,1545,1705,90,C201,C
28,23,52,10,209,369,90,C201,C
29,4,55,20,1447,1607,90,C201,C
30,20,50,10,398,558,90,C201,C
31,20,55,10,303,463,90,C201,C
32,10,35,20,781,941,90,C201,C
33,10,40,30,593,753,90,C201,C
34,8,40,40,685,845,90,C201,C
35,8,45,20,1346,1506,90,C201,C
36,5,35,10,876,1036,90,C201,C
37,5,45,10,1253,1413,90,C201,C
38,2,40,20,971,1131,90,C201,C
39,0,40,30,1063,1223,90,C201,C
40,0,45,20,1158,1318,90,C201,C
41,36,18,10,1819,1979,90,C201,C
42,35,32,10,2758,2918,90,C201,C
43,33,32,20,2666,2826,90,C201,C
44,33,35,10,2573,2733,90,C201,C
45,32,20,10,1913,2073,90,C201,C
46,30,30,10,2105,2265,90,C201,C
47,34,25,30,2009,2169,90,C201,C
48,30,35,10,2480,2640,90,C201,C
49,36,40,10,2856,3016,90,C201,C
50,48,20,10,967,1127,90,C201,C
51,26,32,10,2292,2452,90,C201,C
52,25,30,10,2200,2360,90,C201,C
53,25,35,10,2385,2545,90,C201,C
54,44,5,20,1256,1416,90,C201,C
55,42,10,40,1160,1320,90,C201,C
56,42,15,10,1065,1225,90,C201,C
57,40,5,30,1350,1510,90,C201,C
58,38,15,40,1725,1885,90,C201,C
59,38,5,30,1442,1602,90,C201,C
60,38,10,10,1630,1790,90,C201,C
61,35,5,20,1535,1695,90,C201,C
62,50,30,10,401,561,90,C201,C
63,50,35,20,120,280,90,C201,C
64,50,40,50,25,185,90,C201,C
65,48,30,10,493,653,90,C201,C
66,44,25,10,871,1031,90,C201,C
67,47,35,10,588,748,90,C201,C
68,47,40,10,12,172,90,C201,C
69,42,30,10,776,936,90,C201,C
70,45,35,10,680,840,90,C201,C
71,95,30,30,2321,2481,90,C201,C
72,95,35,20,2226,2386,90,C201,C
73,53,30,10,308,468,90,C201,C
74,92,30,10,2414,2574,90,C201,C
75,53,35,50,213,373,90,C201,C
76,45,65,20,118,278,90,C201,C
77,90,35,10,2131,2291,90,C201,C
78,72,45,10,2900,3060,90,C201,C
79,78,40,20,2802,2962,90,C201,C
80,87,30,10,2608,2768,90,C201,C
81,85,25,10,2513,2673,90,C201,C
82,85,35,30,2703,2863,90,C201,C
83,75,55,20,1925,2085,90,C201,C
84,72,55,10,1832,1992,90,C201,C
85,70,58,20,1641,1801,90,C201,C
86,86,46,30,2029,2189,90,C201,C
87,66,55,10,1736,1896,90,C201,C
88,64,46,20,3097,3257,90,C201,C
89,65,60,30,1546,1706,90,C201,C
90,56,64,10,1355,1515,90,C201,C
91,60,55,10,3119,3279,90,C201,C
92,60,60,10,1451,1611,90,C201,C
93,67,85,20,694,854,90,C201,C
94,42,58,40,8,168,90,C201,C
95,65,82,10,788,948,90,C201,C
96,62,80,30,881,1041,90,C201,C
97,62,40,10,3001,3161,90,C201,C
98,60,85,30,597,757,90,C201,C
99,58,75,20,978,1138,90,C201,C
100,55,80,10,407,567,90,C201,C
101,55,85,20,502,662,90,C201,C
1,40,50,0,0,3390,0,C202,C
2,52,75,10,0,3272,90,C202,C
3,45,70,30,0,3279,90,C202,C
4,62,69,10,0,3270,90,C202,C
5,60,66,10,1261,1421,90,C202,C
6,42,65,10,0,3284,90,C202,C
7,16,42,20,497,657,90,C202,C
8,58,70,20,0,3273,90,C202,C
9,34,60,20,2887,3047,90,C202,C
10,28,70,10,2601,2761,90,C202,C
11,35,66,10,2791,2951,90,C202,C
12,35,69,10,2698,2858,90,C202,C
13,25,85,20,0,3261,90,C202,C
14,22,75,30,2405,2565,90,C202,C
15,22,85,10,2026,2186,90,C202,C
16,20,80,40,2216,2376,90,C202,C
17,20,85,40,1934,2094,90,C202,C
18,18,75,20,2311,2471,90,C202,C
19,15,75,20,1742,1902,90,C202,C
20,15,80,10,1837,1997,90,C202,C
21,30,50,10,10,170,90,C202,C
22,30,56,20,0,3288,90,C202,C
23,28,52,20,22,182,90,C202,C
24,14,66,10,1643,1803,90,C202,C
25,25,50,10,116,276,90,C202,C
26,22,66,40,2504,2664,90,C202,C
27,8,62,10,0,3265,90,C202,C
28,23,52,10,209,369,90,C202,C
29,4,55,20,1447,1607,90,C202,C
30,20,50,10,398,558,90,C202,C
31,20,55,10,303,463,90,C202,C
32,10,35,20,0,3266,90,C202,C
33,10,40,30,593,753,90,C202,C
34,8,40,40,685,845,90,C202,C
35,8,45,20,0,3267,90,C202,C
36,5,35,10,876,1036,90,C202,C
37,5,45,10,1253,1413,90,C202,C
38,2,40,20,0,3260,90,C202,C
39,0,40,30,1063,1223,90,C202,C
40,0,45,20,1158,1318,90,C202,C
41,36,18,10,1819,1979,90,C202,C
42,35,32,10,2758,2918,90,C202,C
43,33,32,20,2666,2826,90,C202,C
44,33,35,10,2573,2733,90,C202,C
45,32,20,10,1913,2073,90,C202,C
46,30,30,10,2105,2265,90,C202,C
47,34,25,30,2009,2169,90,C202,C
48,30,35,10,2480,2640,90,C202,C
49,36,40,10,0,3289,90,C202,C
50,48,20,10,967,1127,90,C202,C
51,26,32,10,0,3277,90,C202,C
52,25,30,10,2200,2360,90,C202,C
53,25,35,10,0,3278,90,C202,C
54,44,5,20,1256,1416,90,C202,C
55,42,10,40,1160,1320,90,C202,C
56,42,15,10,1065,1225,90,C202,C
57,40,5,30,1350,1510,90,C202,C
58,38,15,40,1725,1885,90,C202,C
59,38,5,30,1442,1602,90,C202,C
60,38,10,10,0,3259,90,C202,C
61,35,5,20,1535,1695,90,C202,C
62,50,30,10,401,561,90,C202,C
63,50,35,20,120,280,90,C202,C
64,50,40,50,25,185,90,C202,C
65,48,30,10,493,653,90,C202,C
66,44,25,10,871,1031,90,C202,C
67,47,35,10,588,748,90,C202,C
68,47,40,10,12,172,90,C202,C
69,42,30,10,776,936,90,C202,C
70,45,35,10,680,840,90,C202,C
71,95,30,30,2321,2481,90,C202,C
72,95,35,20,2226,2386,90,C202,C
73,53,30,10,0,3276,90,C202,C
74,92,30,10,2414,2574,90,C202,C
75,53,35,50,213,373,90,C202,C
76,45,65,20,0,3284,90,C202,C
77,90,35,10,2131,2291,90,C202,C
78,72,45,10,2900,3060,90,C202,C
79,78,40,20,2802,2962,90,C202,C
80,87,30,10,2608,2768,90,C202,C
81,85,25,10,2513,2673,90,C202,C
82,85,35,30,2703,2863,90,C202,C
83,75,55,20,0,3264,90,C202,C
84,72,55,10,0,3267,90,C202,C
85,70,58,20,1641,1801,90,C202,C
86,86,46,30,0,3253,90,C202,C
87,66,55,10,1736,1896,90,C202,C
88,64,46,20,3097,3257,90,C202,C
89,65,60,30,1546,1706,90,C202,C
90,56,64,10,1355,1515,90,C202,C
91,60,55,10,3119,3279,90,C202,C
92,60,60,10,0,3277,90,C202,C
93,67,85,20,694,854,90,C202,C
94,42,58,40,8,168,90,C202,C
95,65,82,10,0,3259,90,C202,C
96,62,80,30,0,3262,90,C202,C
97,62,40,10,0,3275,90,C202,C
98,60,85,30,597,757,90,C202,C
99,58,75,20,0,3269,90,C202,C
100,55,80,10,407,567,90,C202,C
101,55,85,20,502,662,90,C202,C
1,40,50,0,0,3390,0,C203,C
2,52,75,10,0,3272,90,C203,C
3,45,70,30,0,3279,90,C203,C
4,62,69,10,0,3270,90,C203,C
5,60,66,10,1261,1421,90,C203,C
6,42,65,10,0,3284,90,C203,C
7,16,42,20,497,657,90,C203,C
8,58,70,20,0,3273,90,C203,C
9,34,60,20,2887,3047,90,C203,C
10,28,70,10,2601,2761,90,C203,C
11,35,66,10,2791,2951,90,C203,C
12,35,69,10,2698,2858,90,C203,C
13,25,85,20,0,3261,90,C203,C
14,22,75,30,2405,2565,90,C203,C
15,22,85,10,0,3260,90,C203,C
16,20,80,40,2216,2376,90,C203,C
17,20,85,40,0,3259,90,C203,C
18,18,75,20,2311,2471,90,C203,C
19,15,75,20,0,3264,90,C203,C
20,15,80,10,0,3260,90,C203,C
21,30,50,10,0,3290,90,C203,C
22,30,56,20,0,3288,90,C203,C
23,28,52,20,22,182,90,C203,C
24,14,66,10,1643,1803,90,C203,C
25,25,50,10,0,3285,90,C203,C
26,22,66,40,2504,2664,90,C203,C
27,8,62,10,0,3265,90,C203,C
28,23,52,10,209,369,90,C203,C
29,4,55,20,0,3263,90,C203,C
30,20,50,10,0,3280,90,C203,C
31,20,55,10,303,463,90,C203,C
32,10,35,20,0,3266,90,C203,C
33,10,40,30,0,3268,90,C203,C
34,8,40,40,685,845,90,C203,C
35,8,45,20,0,3267,90,C203,C
36,5,35,10,876,1036,90,C203,C
37,5,45,10,1253,1413,90,C203,C
38,2,40,20,0,3260,90,C203,C
39,0,40,30,1063,1223,90,C203,C
40,0,45,20,1158,1318,90,C203,C
41,36,18,10,1819,1979,90,C203,C
42,35,32,10,2758,2918,90,C203,C
43,33,32,20,2666,2826,90,C203,C
44,33,35,10,0,3283,90,C203,C
45,32,20,10,1913,2073,90,C203,C
46,30,30,10,2105,2265,90,C203,C
47,34,25,30,0,3274,90,C203,C
48,30,35,10,0,3281,90,C203,C
49,36,40,10,0,3289,90,C203,C
50,48,20,10,967,1127,90,C203,C
51,26,32,10,0,3277,90,C203,C
52,25,30,10,0,3275,90,C203,C
53,25,35,10,0,3278,90,C203,C
54,44,5,20,1256,1416,90,C203,C
55,42,10,40,0,3259,90,C203,C
56,42,15,10,1065,1225,90,C203,C
57,40,5,30,1350,1510,90,C203,C
58,38,15,40,0,3264,90,C203,C
59,38,5,30,1442,1602,90,C203,C
60,38,10,10,0,3259,90,C203,C
61,35,5,20,0,3254,90,C203,C
62,50,30,10,0,3277,90,C203,C
63,50,35,20,120,280,90,C203,C
64,50,40,50,0,3285,90,C203,C
65,48,30,10,493,653,90,C203,C
66,44,25,10,871,1031,90,C203,C
67,47,35,10,588,748,90,C203,C
68,47,40,10,12,172,90,C203,C
69,42,30,10,776,936,90,C203,C
70,45,35,10,680,840,90,C203,C
71,95,30,30,2321,2481,90,C203,C
72,95,35,20,0,3242,90,C203,C
73,53,30,10,0,3276,90,C203,C
74,92,30,10,0,3244,90,C203,C
75,53,35,50,213,373,90,C203,C
76,45,65,20,0,3284,90,C203,C
77,90,35,10,2131,2291,90,C203,C
78,72,45,10,2900,3060,90,C203,C
79,78,40,20,2802,2962,90,C203,C
80,87,30,10,2608,2768,90,C203,C
81,85,25,10,2513,2673,90,C203,C
82,85,35,30,0,3252,90,C203,C
83,75,55,20,0,3264,90,C203,C
84,72,55,10,0,3267,90,C203,C
85,70,58,20,1641,1801,90,C203,C
86,86,46,30,0,3253,90,C203,C
87,66,55,10,0,3273,90,C203,C
88,64,46,20,3097,3257,90,C203,C
89,65,60,30,1546,1706,90,C203,C
90,56,64,10,0,3278,90,C203,C
91,60,55,10,0,3279,90,C203,C
92,60,60,10,0,3277,90,C203,C
93,67,85,20,694,854,90,C203,C
94,42,58,40,8,168,90,C203,C
95,65,82,10,0,3259,90,C203,C
96,62,80,30,0,3262,90,C203,C
97,62,40,10,0,3275,90,C203,C
98,60,85,30,0,3259,90,C203,C
99,58,75,20,0,3269,90,C203,C
100,55,80,10,407,567,90,C203,C
101,55,85,20,502,662,90,C203,C
1,40,50,0,0,3390,0,C204,C
2,52,75,10,0,3272,90,C204,C
3,45,70,30,0,3279,90,C204,C
4,62,69,10,0,3270,90,C204,C
5,60,66,10,1261,1421,90,C204,C
6,42,65,10,0,3284,90,C204,C
7,16,42,20,0,3274,90,C204,C
8,58,70,20,0,3273,90,C204,C
9,34,60,20,2887,3047,90,C204,C
10,28,70,10,2601,2761,90,C204,C
11,35,66,10,0,3283,90,C204,C
12,35,69,10,2698,2858,90,C204,C
13,25,85,20,0,3261,90,C204,C
14,22,75,30,2405,2565,90,C204,C
15,22,85,10,0,3260,90,C204,C
16,20,80,40,2216,2376,90,C204,C
17,20,85,40,0,3259,90,C204,C
18,18,75,20,0,3266,90,C204,C
19,15,75,20,0,3264,90,C204,C
20,15,80,10,0,3260,90,C204,C
21,30,50,10,0,3290,90,C204,C
22,30,56,20,0,3288,90,C204,C
23,28,52,20,0,3287,90,C204,C
24,14,66,10,1643,1803,90,C204,C
25,25,50,10,0,3285,90,C204,C
26,22,66,40,2504,2664,90,C204,C
27,8,62,10,0,3265,90,C204,C
28,23,52,10,0,3282,90,C204,C
29,4,55,20,0,3263,90,C204,C
30,20,50,10,0,3280,90,C204,C
31,20,55,10,0,3279,90,C204,C
32,10,35,20,0,3266,90,C204,C
33,10,40,30,0,3268,90,C204,C
34,8,40,40,0,3266,90,C204,C
35,8,45,20,0,3267,90,C204,C
36,5,35,10,0,3261,90,C204,C
37,5,45,10,0,3264,90,C204,C
38,2,40,20,0,3260,90,C204,C
39,0,40,30,1063,1223,90,C204,C
40,0,45,20,0,3259,90,C204,C
41,36,18,10,0,3267,90,C204,C
42,35,32,10,0,3281,90,C204,C
43,33,32,20,0,3280,90,C204,C
44,33,35,10,0,3283,90,C204,C
45,32,20,10,1913,2073,90,C204,C
46,30,30,10,0,3277,90,C204,C
47,34,25,30,0,3274,90,C204,C
48,30,35,10,0,3281,90,C204,C
49,36,40,10,0,3289,90,C204,C
50,48,20,10,0,3268,90,C204,C
51,26,32,10,0,3277,90,C204,C
52,25,30,10,0,3275,90,C204,C
53,25,35,10,0,3278,90,C204,C
54,44,5,20,1256,1416,90,C204,C
55,42,10,40,0,3259,90,C204,C
56,42,15,10,1065,1225,90,C204,C
57,40,5,30,0,3255,90,C204,C
58,38,15,40,0,3264,90,C204,C
59,38,5,30,1442,1602,90,C204,C
60,38,10,10,0,3259,90,C204,C
61,35,5,20,0,3254,90,C204,C
62,50,30,10,0,3277,90,C204,C
63,50,35,20,120,280,90,C204,C
64,50,40,50,0,3285,90,C204,C
65,48,30,10,0,3278,90,C204,C
66,44,25,10,0,3274,90,C204,C
67,47,35,10,0,3283,90,C204,C
68,47,40,10,12,172,90,C204,C
69,42,30,10,0,3279,90,C204,C
70,45,35,10,680,840,90,C204,C
71,95,30,30,0,3241,90,C204,C
72,95,35,20,0,3242,90,C204,C
73,53,30,10,0,3276,90,C204,C
74,92,30,10,0,3244,90,C204,C
75,53,35,50,213,373,90,C204,C
76,45,65,20,0,3284,90,C204,C
77,90,35,10,2131,2291,90,C204,C
78,72,45,10,2900,3060,90,C204,C
79,78,40,20,0,3260,90,C204,C
80,87,30,10,2608,2768,90,C204,C
81,85,25,10,0,3248,90,C204,C
82,85,35,30,0,3252,90,C204,C
83,75,55,20,0,3264,90,C204,C
84,72,55,10,0,3267,90,C204,C
85,70,58,20,1641,1801,90,C204,C
86,86,46,30,0,3253,90,C204,C
87,66,55,10,0,3273,90,C204,C
88,64,46,20,3097,3257,90,C204,C
89,65,60,30,0,3273,90,C204,C
90,56,64,10,0,3278,90,C204,C
91,60,55,10,0,3279,90,C204,C
92,60,60,10,0,3277,90,C204,C
93,67,85,20,694,854,90,C204,C
94,42,58,40,0,3291,90,C204,C
95,65,82,10,0,3259,90,C204,C
96,62,80,30,0,3262,90,C204,C
97,62,40,10,0,3275,90,C204,C
98,60,85,30,0,3259,90,C204,C
99,58,75,20,0,3269,90,C204,C
100,55,80,10,407,567,90,C204,C
101,55,85,20,502,662,90,C204,C
1,40,50,0,0,3390,0,C205,C
2,52,75,10,231,551,90,C205,C
3,45,70,30,133,453,90,C205,C
4,62,69,10,1087,1407,90,C205,C
5,60,66,10,1181,1501,90,C205,C
6,42,65,10,15,335,90,C205,C
7,16,42,20,417,737,90,C205,C
8,58,70,20,993,1313,90,C205,C
9,34,60,20,2807,3127,90,C205,C
10,28,70,10,2521,2841,90,C205,C
11,35,66,10,2711,3031,90,C205,C
12,35,69,10,2618,2938,90,C205,C
13,25,85,20,2039,2359,90,C205,C
14,22,75,30,2325,2645,90,C205,C
15,22,85,10,1946,2266,90,C205,C
16,20,80,40,2136,2456,90,C205,C
17,20,85,40,1854,2174,90,C205,C
18,18,75,20,2231,2551,90,C205,C
19,15,75,20,1662,1982,90,C205,C
20,15,80,10,1757,2077,90,C205,C
21,30,50,10,10,330,90,C205,C
22,30,56,20,2903,3223,90,C205,C
23,28,52,20,12,332,90,C205,C
24,14,66,10,1563,1883,90,C205,C
25,25,50,10,36,356,90,C205,C
26,22,66,40,2424,2744,90,C205,C
27,8,62,10,1465,1785,90,C205,C
28,23,52,10,129,449,90,C205,C
29,4,55,20,1367,1687,90,C205,C
30,20,50,10,318,638,90,C205,C
31,20,55,10,223,543,90,C205,C
32,10,35,20,701,1021,90,C205,C
33,10,40,30,513,833,90,C205,C
34,8,40,40,605,925,90,C205,C
35,8,45,20,1266,1586,90,C205,C
36,5,35,10,796,1116,90,C205,C
37,5,45,10,1173,1493,90,C205,C
38,2,40,20,891,1211,90,C205,C
39,0,40,30,983,1303,90,C205,C
40,0,45,20,1078,1398,90,C205,C
41,36,18,10,1739,2059,90,C205,C
42,35,32,10,2678,2998,90,C205,C
43,33,32,20,2586,2906,90,C205,C
44,33,35,10,2493,2813,90,C205,C
45,32,20,10,1833,2153,90,C205,C
46,30,30,10,2025,2345,90,C205,C
47,34,25,30,1929,2249,90,C205,C
48,30,35,10,2400,2720,90,C205,C
49,36,40,10,2776,3096,90,C205,C
50,48,20,10,887,1207,90,C205,C
51,26,32,10,2212,2532,90,C205,C
52,25,30,10,2120,2440,90,C205,C
53,25,35,10,2305,2625,90,C205,C
54,44,5,20,1176,1496,90,C205,C
55,42,10,40,1080,1400,90,C205,C
56,42,15,10,985,1305,90,C205,C
57,40,5,30,1270,1590,90,C205,C
58,38,15,40,1645,1965,90,C205,C
59,38,5,30,1362,1682,90,C205,C
60,38,10,10,1550,1870,90,C205,C
61,35,5,20,1455,1775,90,C205,C
62,50,30,10,321,641,90,C205,C
63,50,35,20,40,360,90,C205,C
64,50,40,50,14,334,90,C205,C
65,48,30,10,413,733,90,C205,C
66,44,25,10,791,1111,90,C205,C
67,47,35,10,508,828,90,C205,C
68,47,40,10,12,332,90,C205,C
69,42,30,10,696,1016,90,C205,C
70,45,35,10,600,920,90,C205,C
71,95,30,30,2241,2561,90,C205,C
72,95,35,20,2146,2466,90,C205,C
73,53,30,10,228,548,90,C205,C
74,92,30,10,2334,2654,90,C205,C
75,53,35,50,133,453,90,C205,C
76,45,65,20,38,358,90,C205,C
77,90,35,10,2051,2371,90,C205,C
78,72,45,10,2820,3140,90,C205,C
79,78,40,20,2722,3042,90,C205,C
80,87,30,10,2528,2848,90,C205,C
81,85,25,10,2433,2753,90,C205,C
82,85,35,30,2623,2943,90,C205,C
83,75,55,20,1845,2165,90,C205,C
84,72,55,10,1752,2072,90,C205,C
85,70,58,20,1561,1881,90,C205,C
86,86,46,30,1949,2269,90,C205,C
87,66,55,10,1656,1976,90,C205,C
88,64,46,20,2955,3275,90,C205,C
89,65,60,30,1466,1786,90,C205,C
90,56,64,10,1275,1595,90,C205,C
91,60,55,10,2959,3279,90,C205,C
92,60,60,10,1371,1691,90,C205,C
93,67,85,20,614,934,90,C205,C
94,42,58,40,8,328,90,C205,C
95,65,82,10,708,1028,90,C205,C
96,62,80,30,801,1121,90,C205,C
97,62,40,10,2921,3241,90,C205,C
98,60,85,30,517,837,90,C205,C
99,58,75,20,898,1218,90,C205,C
100,55,80,10,327,647,90,C205,C
101,55,85,20,422,742,90,C205,C
1,40,50,0,0,3390,0,C206,C
2,52,75,10,213,568,90,C206,C
3,45,70,30,22,563,90,C206,C
4,62,69,10,1030,1463,90,C206,C
5,60,66,10,1154,1527,90,C206,C
