CUST_NO,XCOORD,YCOORD,DEMAND,READY_TIME,DUE_DATE,SERVICE_TIME,INSTANCE,TYPE,TYPE_ENCODED
66,0.4631578947368421,0.2682926829268293,0.2,0.20766961651917404,0.3530973451327434,0.02654867256637168,C207,C,0
67,0.49473684210526314,0.3902439024390244,0.2,0.11592920353982301,0.2778761061946903,0.02654867256637168,C207,C,0
68,0.49473684210526314,0.45121951219512196,0.2,0.0035398230088495575,0.12507374631268436,0.02654867256637168,C207,C,0
69,0.4421052631578947,0.32926829268292684,0.2,0.18908554572271385,0.31563421828908556,0.02654867256637168,C207,C,0
70,0.47368421052631576,0.3902439024390244,0.2,0.15752212389380532,0.29056047197640117,0.02654867256637168,C207,C,0
71,1.0,0.32926829268292684,0.6,0.6250737463126844,0.7911504424778761,0.02654867256637168,C207,C,0
72,1.0,0.3902439024390244,0.4,0.6466076696165192,0.7135693215339233,0.02654867256637168,C207,C,0
73,0.5578947368421052,0.32926829268292684,0.2,0.03864306784660767,0.18997050147492625,0.02654867256637168,C207,C,0
74,0.968421052631579,0.32926829268292684,0.2,0.6398230088495576,0.8312684365781711,0.02654867256637168,C207,C,0
75,0.5578947368421052,0.3902439024390244,1.0,0.02566371681415929,0.14690265486725665,0.02654867256637168,C207,C,0
76,0.47368421052631576,0.7560975609756098,0.4,0.014454277286135693,0.10206489675516224,0.02654867256637168,C207,C,0
77,0.9473684210526315,0.3902439024390244,0.2,0.6212389380530974,0.6828908554572272,0.02654867256637168,C207,C,0
78,0.7578947368421053,0.5121951219512195,0.2,0.7967551622418879,0.9610619469026549,0.02654867256637168,C207,C,0
79,0.8210526315789474,0.45121951219512196,0.4,0.7666666666666667,0.9333333333333333,0.02654867256637168,C207,C,0
80,0.9157894736842105,0.32926829268292684,0.2,0.7389380530973452,0.8466076696165191,0.02654867256637168,C207,C,0
81,0.8947368421052632,0.2682926829268293,0.2,0.6988200589970501,0.8306784660766962,0.02654867256637168,C207,C,0
82,0.8947368421052632,0.3902439024390244,0.6,0.756047197640118,0.8855457227138643,0.02654867256637168,C207,C,0
83,0.7894736842105263,0.6341463414634146,0.4,0.5587020648967551,0.6238938053097345,0.02654867256637168,C207,C,0
84,0.7578947368421053,0.6341463414634146,0.2,0.516519174041298,0.6112094395280236,0.02654867256637168,C207,C,0
85,0.7368421052631579,0.6707317073170732,0.4,0.47699115044247786,0.5380530973451327,0.02654867256637168,C207,C,0
86,0.9052631578947369,0.524390243902439,0.6,0.5808259587020649,0.6631268436578172,0.02654867256637168,C207,C,0
87,0.6947368421052632,0.6341463414634146,0.2,0.504424778761062,0.5666666666666667,0.02654867256637168,C207,C,0
88,0.6736842105263158,0.524390243902439,0.4,0.8778761061946903,0.9660766961651918,0.02654867256637168,C207,C,0
89,0.6842105263157895,0.6951219512195121,0.6,0.43716814159292033,0.5218289085545723,0.02654867256637168,C207,C,0
90,0.5894736842105263,0.7439024390243902,0.2,0.37610619469026546,0.4702064896755162,0.02654867256637168,C207,C,0
91,0.631578947368421,0.6341463414634146,0.2,0.8227138643067846,0.9672566371681416,0.02654867256637168,C207,C,0
92,0.631578947368421,0.6951219512195121,0.2,0.4247787610619469,0.47817109144542774,0.02654867256637168,C207,C,0
93,0.7052631578947368,1.0,0.4,0.1905604719764012,0.2657817109144543,0.02654867256637168,C207,C,0
94,0.4421052631578947,0.6707317073170732,0.8,0.002359882005899705,0.07610619469026549,0.02654867256637168,C207,C,0
95,0.6842105263157895,0.9634146341463414,0.2,0.2088495575221239,0.3029498525073746,0.02654867256637168,C207,C,0
96,0.6526315789473685,0.9390243902439024,0.6,0.2513274336283186,0.3153392330383481,0.02654867256637168,C207,C,0
97,0.6526315789473685,0.45121951219512196,0.2,0.8002949852507375,0.9660766961651918,0.02654867256637168,C207,C,0
98,0.631578947368421,1.0,0.6,0.1584070796460177,0.2407079646017699,0.02654867256637168,C207,C,0
99,0.6105263157894737,0.8780487804878049,0.4,0.27964601769911507,0.34424778761061947,0.02654867256637168,C207,C,0
100,0.5789473684210527,0.9390243902439024,0.2,0.11179941002949853,0.1752212389380531,0.02654867256637168,C207,C,0
101,0.5789473684210527,1.0,0.4,0.1407079646017699,0.20235988200589972,0.02654867256637168,C207,C,0
1,0.42105263157894735,0.573170731707317,0.0,0.0,1.0,0.0,C208,C,0
2,0.5473684210526316,0.8780487804878049,0.2,0.02094395280235988,0.2097345132743363,0.02654867256637168,C208,C,0
3,0.47368421052631576,0.8170731707317073,0.6,0.0058997050147492625,0.19469026548672566,0.02654867256637168,C208,C,0
4,0.6526315789473685,0.8048780487804879,0.2,0.2734513274336283,0.4622418879056047,0.02654867256637168,C208,C,0
5,0.631578947368421,0.7682926829268293,0.2,0.30117994100294987,0.48997050147492627,0.02654867256637168,C208,C,0
6,0.4421052631578947,0.7560975609756098,0.2,0.004424778761061947,0.19321533923303835,0.02654867256637168,C208,C,0
7,0.16842105263157894,0.47560975609756095,0.4,0.07581120943952803,0.2646017699115044,0.02654867256637168,C208,C,0
8,0.6105263157894737,0.8170731707317073,0.4,0.24572271386430677,0.4345132743362832,0.02654867256637168,C208,C,0
9,0.35789473684210527,0.6951219512195121,0.4,0.780825958702065,0.9696165191740413,0.02654867256637168,C208,C,0
10,0.29473684210526313,0.8170731707317073,0.2,0.6964601769911505,0.8852507374631269,0.02654867256637168,C208,C,0
11,0.3684210526315789,0.7682926829268293,0.2,0.7525073746312685,0.9412979351032449,0.02654867256637168,C208,C,0
12,0.3684210526315789,0.8048780487804879,0.2,0.7250737463126844,0.9138643067846608,0.02654867256637168,C208,C,0
13,0.2631578947368421,1.0,0.4,0.5542772861356933,0.7430678466076697,0.02654867256637168,C208,C,0
14,0.23157894736842105,0.8780487804878049,0.6,0.6386430678466076,0.827433628318584,0.02654867256637168,C208,C,0
15,0.23157894736842105,1.0,0.2,0.5268436578171092,0.7156342182890856,0.02654867256637168,C208,C,0
16,0.21052631578947367,0.9390243902439024,0.8,0.5828908554572272,0.7716814159292036,0.02654867256637168,C208,C,0
17,0.21052631578947367,1.0,0.8,0.49970501474926254,0.6884955752212389,0.02654867256637168,C208,C,0
18,0.18947368421052632,0.8780487804878049,0.4,0.6109144542772862,0.7997050147492626,0.02654867256637168,C208,C,0
19,0.15789473684210525,0.8780487804878049,0.4,0.4430678466076696,0.631858407079646,0.02654867256637168,C208,C,0
20,0.15789473684210525,0.9390243902439024,0.2,0.47109144542772863,0.659882005899705,0.02654867256637168,C208,C,0
21,0.3157894736842105,0.573170731707317,0.2,0.0029498525073746312,0.19174041297935104,0.02654867256637168,C208,C,0
22,0.3157894736842105,0.6463414634146342,0.4,0.7811209439528024,0.9699115044247788,0.02654867256637168,C208,C,0
23,0.29473684210526313,0.5975609756097561,0.4,0.0035398230088495575,0.19233038348082596,0.02654867256637168,C208,C,0
24,0.14736842105263157,0.7682926829268293,0.2,0.41386430678466074,0.6026548672566372,0.02654867256637168,C208,C,0
25,0.2631578947368421,0.573170731707317,0.2,0.004424778761061947,0.19321533923303835,0.02654867256637168,C208,C,0
26,0.23157894736842105,0.7682926829268293,0.8,0.6678466076696166,0.856637168141593,0.02654867256637168,C208,C,0
27,0.08421052631578947,0.7195121951219512,0.2,0.38495575221238937,0.5737463126843658,0.02654867256637168,C208,C,0
28,0.24210526315789474,0.5975609756097561,0.2,0.005014749262536873,0.19380530973451326,0.02654867256637168,C208,C,0
29,0.042105263157894736,0.6341463414634146,0.4,0.356047197640118,0.5448377581120945,0.02654867256637168,C208,C,0
30,0.21052631578947367,0.573170731707317,0.2,0.04660766961651917,0.23539823008849559,0.02654867256637168,C208,C,0
31,0.21052631578947367,0.6341463414634146,0.2,0.018584070796460177,0.20737463126843658,0.02654867256637168,C208,C,0
32,0.10526315789473684,0.3902439024390244,0.4,0.15958702064896754,0.34837758112094397,0.02654867256637168,C208,C,0
33,0.10526315789473684,0.45121951219512196,0.6,0.10412979351032449,0.2929203539823009,0.02654867256637168,C208,C,0
34,0.08421052631578947,0.45121951219512196,0.8,0.13126843657817108,0.3200589970501475,0.02654867256637168,C208,C,0
35,0.08421052631578947,0.5121951219512195,0.4,0.3262536873156342,0.5150442477876106,0.02654867256637168,C208,C,0
36,0.05263157894736842,0.3902439024390244,0.2,0.18761061946902655,0.376401179941003,0.02654867256637168,C208,C,0
37,0.05263157894736842,0.5121951219512195,0.2,0.29882005899705016,0.48761061946902656,0.02654867256637168,C208,C,0
38,0.021052631578947368,0.45121951219512196,0.4,0.21563421828908555,0.4044247787610619,0.02654867256637168,C208,C,0
39,0.0,0.45121951219512196,0.6,0.24277286135693216,0.43156342182890856,0.02654867256637168,C208,C,0
40,0.0,0.5121951219512195,0.4,0.27079646017699116,0.45958702064896756,0.02654867256637168,C208,C,0
41,0.37894736842105264,0.18292682926829268,0.2,0.46578171091445425,0.6545722713864307,0.02654867256637168,C208,C,0
42,0.3684210526315789,0.35365853658536583,0.2,0.7427728613569321,0.9315634218289085,0.02654867256637168,C208,C,0
43,0.3473684210526316,0.35365853658536583,0.4,0.7156342182890856,0.904424778761062,0.02654867256637168,C208,C,0
44,0.3473684210526316,0.3902439024390244,0.2,0.6882005899705015,0.8769911504424779,0.02654867256637168,C208,C,0
45,0.3368421052631579,0.2073170731707317,0.2,0.4935103244837758,0.6823008849557523,0.02654867256637168,C208,C,0
46,0.3157894736842105,0.32926829268292684,0.2,0.5501474926253688,0.7389380530973452,0.02654867256637168,C208,C,0
47,0.35789473684210527,0.2682926829268293,0.6,0.5218289085545723,0.7106194690265487,0.02654867256637168,C208,C,0
48,0.3157894736842105,0.3902439024390244,0.2,0.6607669616519174,0.8495575221238938,0.02654867256637168,C208,C,0
49,0.37894736842105264,0.45121951219512196,0.2,0.7716814159292036,0.96047197640118,0.02654867256637168,C208,C,0
50,0.5052631578947369,0.2073170731707317,0.2,0.2144542772861357,0.4032448377581121,0.02654867256637168,C208,C,0
51,0.2736842105263158,0.35365853658536583,0.2,0.6053097345132743,0.7941002949852507,0.02654867256637168,C208,C,0
52,0.2631578947368421,0.32926829268292684,0.2,0.5781710914454278,0.7669616519174042,0.02654867256637168,C208,C,0
53,0.2631578947368421,0.3902439024390244,0.2,0.6327433628318584,0.8215339233038348,0.02654867256637168,C208,C,0
54,0.4631578947368421,0.024390243902439025,0.4,0.29970501474926253,0.48849557522123893,0.02654867256637168,C208,C,0
55,0.4421052631578947,0.08536585365853659,0.8,0.2713864306784661,0.46017699115044247,0.02654867256637168,C208,C,0
56,0.4421052631578947,0.14634146341463414,0.2,0.24336283185840707,0.43215339233038347,0.02654867256637168,C208,C,0
57,0.42105263157894735,0.024390243902439025,0.6,0.3274336283185841,0.5162241887905604,0.02654867256637168,C208,C,0
58,0.4,0.14634146341463414,0.8,0.43805309734513276,0.6268436578171092,0.02654867256637168,C208,C,0
59,0.4,0.024390243902439025,0.6,0.35457227138643066,0.5433628318584071,0.02654867256637168,C208,C,0
60,0.4,0.08536585365853659,0.2,0.41002949852507375,0.5988200589970502,0.02654867256637168,C208,C,0
61,0.3684210526315789,0.024390243902439025,0.4,0.38200589970501475,0.5707964601769911,0.02654867256637168,C208,C,0
62,0.5263157894736842,0.32926829268292684,0.2,0.04749262536873156,0.23628318584070795,0.02654867256637168,C208,C,0
63,0.5263157894736842,0.3902439024390244,0.4,0.005309734513274336,0.19410029498525075,0.02654867256637168,C208,C,0
64,0.5263157894736842,0.45121951219512196,1.0,0.004129793510324484,0.1929203539823009,0.02654867256637168,C208,C,0
65,0.5052631578947369,0.32926829268292684,0.2,0.07463126843657818,0.2634218289085546,0.02654867256637168,C208,C,0
66,0.4631578947368421,0.2682926829268293,0.2,0.18613569321533924,0.37492625368731564,0.02654867256637168,C208,C,0
67,0.49473684210526314,0.3902439024390244,0.2,0.10265486725663717,0.2914454277286136,0.02654867256637168,C208,C,0
68,0.49473684210526314,0.45121951219512196,0.2,0.0035398230088495575,0.19233038348082596,0.02654867256637168,C208,C,0
69,0.4421052631578947,0.32926829268292684,0.2,0.15811209439528023,0.34690265486725663,0.02654867256637168,C208,C,0
70,0.47368421052631576,0.3902439024390244,0.2,0.12979351032448377,0.3185840707964602,0.02654867256637168,C208,C,0
71,1.0,0.32926829268292684,0.6,0.6138643067846608,0.8026548672566372,0.02654867256637168,C208,C,0
72,1.0,0.3902439024390244,0.4,0.5858407079646017,0.7746312684365781,0.02654867256637168,C208,C,0
73,0.5578947368421052,0.32926829268292684,0.2,0.020058997050147492,0.2088495575221239,0.02654867256637168,C208,C,0
74,0.968421052631579,0.32926829268292684,0.2,0.6412979351032448,0.8300884955752212,0.02654867256637168,C208,C,0
75,0.5578947368421052,0.3902439024390244,1.0,0.005604719764011799,0.1943952802359882,0.02654867256637168,C208,C,0
76,0.47368421052631576,0.7560975609756098,0.4,0.004424778761061947,0.19321533923303835,0.02654867256637168,C208,C,0
77,0.9473684210526315,0.3902439024390244,0.2,0.5578171091445427,0.7466076696165191,0.02654867256637168,C208,C,0
78,0.7578947368421053,0.5121951219512195,0.2,0.7749262536873156,0.963716814159292,0.02654867256637168,C208,C,0
79,0.8210526315789474,0.45121951219512196,0.4,0.7557522123893805,0.9445427728613569,0.02654867256637168,C208,C,0
80,0.9157894736842105,0.32926829268292684,0.2,0.6985250737463127,0.8873156342182891,0.02654867256637168,C208,C,0
81,0.8947368421052632,0.2682926829268293,0.2,0.6705014749262537,0.8592920353982301,0.02654867256637168,C208,C,0
82,0.8947368421052632,0.3902439024390244,0.6,0.7265486725663717,0.9153392330383481,0.02654867256637168,C208,C,0
83,0.7894736842105263,0.6341463414634146,0.4,0.4970501474926254,0.6858407079646017,0.02654867256637168,C208,C,0
84,0.7578947368421053,0.6341463414634146,0.2,0.4696165191740413,0.6584070796460177,0.02654867256637168,C208,C,0
85,0.7368421052631579,0.6707317073170732,0.4,0.41327433628318583,0.6020648967551623,0.02654867256637168,C208,C,0
86,0.9052631578947369,0.524390243902439,0.6,0.5277286135693215,0.716519174041298,0.02654867256637168,C208,C,0
87,0.6947368421052632,0.6341463414634146,0.2,0.44129793510324483,0.6300884955752213,0.02654867256637168,C208,C,0
88,0.6736842105263158,0.524390243902439,0.4,0.7772861356932154,0.9660766961651918,0.02654867256637168,C208,C,0
89,0.6842105263157895,0.6951219512195121,0.6,0.3852507374631268,0.5740412979351033,0.02654867256637168,C208,C,0
90,0.5894736842105263,0.7439024390243902,0.2,0.32890855457227136,0.5176991150442478,0.02654867256637168,C208,C,0
91,0.631578947368421,0.6341463414634146,0.2,0.7784660766961652,0.9672566371681416,0.02654867256637168,C208,C,0
92,0.631578947368421,0.6951219512195121,0.2,0.3572271386430678,0.5460176991150443,0.02654867256637168,C208,C,0
93,0.7052631578947368,1.0,0.4,0.13392330383480827,0.32271386430678467,0.02654867256637168,C208,C,0
94,0.4421052631578947,0.6707317073170732,0.8,0.002359882005899705,0.1911504424778761,0.02654867256637168,C208,C,0
95,0.6842105263157895,0.9634146341463414,0.2,0.1616519174041298,0.3504424778761062,0.02654867256637168,C208,C,0
96,0.6526315789473685,0.9390243902439024,0.6,0.18908554572271385,0.37787610619469025,0.02654867256637168,C208,C,0
97,0.6526315789473685,0.45121951219512196,0.2,0.7772861356932154,0.9660766961651918,0.02654867256637168,C208,C,0
98,0.631578947368421,1.0,0.6,0.10530973451327434,0.29410029498525075,0.02654867256637168,C208,C,0
99,0.6105263157894737,0.8780487804878049,0.4,0.2176991150442478,0.40648967551622417,0.02654867256637168,C208,C,0
100,0.5789473684210527,0.9390243902439024,0.2,0.04926253687315634,0.23805309734513275,0.02654867256637168,C208,C,0
101,0.5789473684210527,1.0,0.4,0.07728613569321534,0.26607669616519175,0.02654867256637168,C208,C,0
1,0.3684210526315789,0.3902439024390244,0.0,0.0,0.06784660766961652,0.0,R101,R,1
2,0.43157894736842106,0.5609756097560976,0.2,0.04749262536873156,0.050442477876106194,0.0029498525073746312,R101,R,1
3,0.3684210526315789,0.17073170731707318,0.14,0.014749262536873156,0.017699115044247787,0.0029498525073746312,R101,R,1
4,0.5789473684210527,0.5121951219512195,0.26,0.03421828908554572,0.03716814159292035,0.0029498525073746312,R101,R,1
5,0.5789473684210527,0.2073170731707317,0.38,0.043952802359882005,0.046902654867256637,0.0029498525073746312,R101,R,1
6,0.15789473684210525,0.32926829268292684,0.52,0.010029498525073746,0.012979351032448377,0.0029498525073746312,R101,R,1
7,0.2631578947368421,0.32926829268292684,0.06,0.02920353982300885,0.03215339233038348,0.0029498525073746312,R101,R,1
8,0.21052631578947367,0.573170731707317,0.1,0.023893805309734513,0.026843657817109144,0.0029498525073746312,R101,R,1
9,0.10526315789473684,0.4878048780487805,0.18,0.028023598820058997,0.030973451327433628,0.0029498525073746312,R101,R,1
10,0.5789473684210527,0.6951219512195121,0.32,0.028613569321533923,0.031563421828908554,0.0029498525073746312,R101,R,1
11,0.3157894736842105,0.6951219512195121,0.32,0.03657817109144543,0.03952802359882006,0.0029498525073746312,R101,R,1
12,0.21052631578947367,0.7560975609756098,0.24,0.01976401179941003,0.02271386430678466,0.0029498525073746312,R101,R,1
13,0.5263157894736842,0.3902439024390244,0.38,0.018584070796460177,0.021533923303834808,0.0029498525073746312,R101,R,1
14,0.3157894736842105,0.2682926829268293,0.46,0.046902654867256637,0.04985250737463127,0.0029498525073746312,R101,R,1
15,0.15789473684210525,0.08536585365853659,0.4,0.00943952802359882,0.012389380530973451,0.0029498525073746312,R101,R,1
16,0.3157894736842105,0.024390243902439025,0.16,0.01799410029498525,0.02094395280235988,0.0029498525073746312,R101,R,1
17,0.10526315789473684,0.2073170731707317,0.38,0.022123893805309734,0.025073746312684365,0.0029498525073746312,R101,R,1
18,0.05263157894736842,0.32926829268292684,0.04,0.04631268436578171,0.04926253687315634,0.0029498525073746312,R101,R,1
19,0.21052631578947367,0.45121951219512196,0.24,0.02566371681415929,0.028613569321533923,0.0029498525073746312,R101,R,1
20,0.15789473684210525,0.6951219512195121,0.34,0.022418879056047197,0.02536873156342183,0.0029498525073746312,R101,R,1
21,0.47368421052631576,0.7560975609756098,0.18,0.03716814159292035,0.040117994100294985,0.0029498525073746312,R101,R,1
22,0.47368421052631576,0.2073170731707317,0.22,0.018289085545722714,0.021238938053097345,0.0029498525073746312,R101,R,1
23,0.47368421052631576,0.08536585365853659,0.36,0.028613569321533923,0.031563421828908554,0.0029498525073746312,R101,R,1
24,0.5789473684210527,0.024390243902439025,0.58,0.020058997050147492,0.023008849557522124,0.0029498525073746312,R101,R,1
25,0.6842105263157895,0.3902439024390244,0.06,0.04513274336283186,0.04808259587020649,0.0029498525073746312,R101,R,1
26,0.6842105263157895,0.2073170731707317,0.12,0.05073746312684366,0.05368731563421829,0.0029498525073746312,R101,R,1
27,0.47368421052631576,0.32926829268292684,0.34,0.03893805309734513,0.04188790560471976,0.0029498525073746312,R101,R,1
28,0.3684210526315789,0.45121951219512196,0.32,0.010914454277286136,0.013864306784660767,0.0029498525073746312,R101,R,1
29,0.43157894736842106,0.4146341463414634,0.32,0.011504424778761062,0.014454277286135693,0.0029498525073746312,R101,R,1
30,0.6736842105263158,0.47560975609756095,0.18,0.018584070796460177,0.021533923303834808,0.0029498525073746312,R101,R,1
31,0.42105263157894735,0.6951219512195121,0.42,0.02094395280235988,0.023893805309734513,0.0029498525073746312,R101,R,1
32,0.3263157894736842,0.5975609756097561,0.54,0.014749262536873156,0.017699115044247787,0.0029498525073746312,R101,R,1
33,0.3684210526315789,0.8048780487804879,0.46,0.0415929203539823,0.04454277286135693,0.0029498525073746312,R101,R,1
34,0.5578947368421052,0.5975609756097561,0.22,0.010914454277286136,0.013864306784660767,0.0029498525073746312,R101,R,1
35,0.6842105263157895,0.6341463414634146,0.28,0.034513274336283185,0.03746312684365782,0.0029498525073746312,R101,R,1
36,0.6631578947368421,0.7560975609756098,0.16,0.04218289085545723,0.04513274336283186,0.0029498525073746312,R101,R,1
37,0.021052631578947368,0.6951219512195121,0.1,0.012094395280235988,0.01504424778761062,0.0029498525073746312,R101,R,1
38,0.21052631578947367,0.2073170731707317,0.16,0.03952802359882006,0.04247787610619469,0.0029498525073746312,R101,R,1
39,0.05263157894736842,0.024390243902439025,0.32,0.02448377581120944,0.02743362831858407,0.0029498525073746312,R101,R,1
40,0.631578947368421,0.10975609756097561,0.62,0.012979351032448377,0.01592920353982301,0.0029498525073746312,R101,R,1
41,0.42105263157894735,0.2682926829268293,0.18,0.025073746312684365,0.028023598820058997,0.0029498525073746312,R101,R,1
42,0.4421052631578947,0.04878048780487805,0.1,0.028613569321533923,0.031563421828908554,0.0029498525073746312,R101,R,1
43,0.25263157894736843,0.10975609756097561,0.1,0.009144542772861357,0.012094395280235988,0.0029498525073746312,R101,R,1
44,0.24210526315789474,0.0,0.14,0.03893805309734513,0.04188790560471976,0.0029498525073746312,R101,R,1
45,0.11578947368421053,0.13414634146341464,0.36,0.020353982300884955,0.023303834808259587,0.0029498525073746312,R101,R,1
46,0.06315789473684211,0.4268292682926829,0.32,0.00943952802359882,0.012389380530973451,0.0029498525073746312,R101,R,1
47,0.021052631578947368,0.5487804878048781,0.02,0.034513274336283185,0.03746312684365782,0.0029498525073746312,R101,R,1
48,0.08421052631578947,0.6463414634146342,0.54,0.01504424778761062,0.01799410029498525,0.0029498525073746312,R101,R,1
49,0.1368421052631579,0.5975609756097561,0.72,0.048672566371681415,0.051622418879056046,0.0029498525073746312,R101,R,1
50,0.06315789473684211,0.7926829268292683,0.6,0.03185840707964602,0.03480825958702065,0.0029498525073746312,R101,R,1
51,0.49473684210526314,0.5365853658536586,0.26,0.03657817109144543,0.03952802359882006,0.0029498525073746312,R101,R,1
52,0.5157894736842106,0.6707317073170732,0.2,0.025958702064896755,0.028908554572271386,0.0029498525073746312,R101,R,1
53,0.28421052631578947,0.4878048780487805,0.18,0.015339233038348082,0.018289085545722714,0.0029498525073746312,R101,R,1
54,0.3894736842105263,0.34146341463414637,0.28,0.028023598820058997,0.030973451327433628,0.0029498525073746312,R101,R,1
55,0.6,0.3170731707317073,0.36,0.04129793510324484,0.04424778761061947,0.0029498525073746312,R101,R,1
56,0.6631578947368421,0.24390243902439024,0.04,0.040117994100294985,0.043067846607669616,0.0029498525073746312,R101,R,1
57,0.5578947368421052,0.10975609756097561,0.12,0.038348082595870206,0.04129793510324484,0.0029498525073746312,R101,R,1
58,0.3368421052631579,0.10975609756097561,0.14,0.029793510324483775,0.03274336283185841,0.0029498525073746312,R101,R,1
59,0.37894736842105264,0.2804878048780488,0.36,0.058997050147492625,0.061946902654867256,0.0029498525073746312,R101,R,1
60,0.22105263157894736,0.25609756097560976,0.56,0.005309734513274336,0.008259587020648967,0.0029498525073746312,R101,R,1
61,0.17894736842105263,0.3780487804878049,0.06,0.047787610619469026,0.05073746312684366,0.0029498525073746312,R101,R,1
62,0.12631578947368421,0.25609756097560976,0.26,0.022418879056047197,0.02536873156342183,0.0029498525073746312,R101,R,1
63,0.25263157894736843,0.6707317073170732,0.38,0.01710914454277286,0.020058997050147492,0.0029498525073746312,R101,R,1
64,0.28421052631578947,0.8048780487804879,0.2,0.010029498525073746,0.012979351032448377,0.0029498525073746312,R101,R,1
65,0.15789473684210525,0.9024390243902439,0.18,0.021533923303834808,0.02448377581120944,0.0029498525073746312,R101,R,1
66,0.6526315789473685,0.9024390243902439,0.4,0.01504424778761062,0.01799410029498525,0.0029498525073746312,R101,R,1
67,0.5157894736842106,0.8536585365853658,0.5,0.03746312684365782,0.04041297935103245,0.0029498525073746312,R101,R,1
68,0.7052631578947368,0.024390243902439025,0.5,0.02448377581120944,0.02743362831858407,0.0029498525073746312,R101,R,1
69,0.5894736842105263,0.43902439024390244,0.72,0.04188790560471976,0.044837758112094395,0.0029498525073746312,R101,R,1
70,0.3894736842105263,0.5365853658536586,0.12,0.014749262536873156,0.017699115044247787,0.0029498525073746312,R101,R,1
71,0.3894736842105263,0.6463414634146342,0.1,0.05368731563421829,0.05663716814159292,0.0029498525073746312,R101,R,1
72,0.6,0.7926829268292683,0.3,0.02271386430678466,0.02566371681415929,0.0029498525073746312,R101,R,1
73,0.49473684210526314,0.15853658536585366,0.5,0.01032448377581121,0.01327433628318584,0.0029498525073746312,R101,R,1
74,0.4631578947368421,0.17073170731707318,0.18,0.023008849557522124,0.025958702064896755,0.0029498525073746312,R101,R,1
75,0.4842105263157895,0.12195121951219512,0.16,0.043952802359882005,0.046902654867256637,0.0029498525073746312,R101,R,1
76,0.5157894736842106,0.0975609756097561,0.36,0.020353982300884955,0.023303834808259587,0.0029498525073746312,R101,R,1
77,0.5157894736842106,0.47560975609756095,0.26,0.021533923303834808,0.02448377581120944,0.0029498525073746312,R101,R,1
78,0.5578947368421052,0.4878048780487805,0.28,0.0528023598820059,0.05575221238938053,0.0029498525073746312,R101,R,1
79,0.6421052631578947,0.5975609756097561,0.06,0.02831858407079646,0.03126843657817109,0.0029498525073746312,R101,R,1
80,0.6,0.5487804878048781,0.46,0.027138643067846607,0.03008849557522124,0.0029498525073746312,R101,R,1
81,0.5894736842105263,0.4146341463414634,0.12,0.05368731563421829,0.05663716814159292,0.0029498525073746312,R101,R,1
82,0.5789473684210527,0.6219512195121951,0.52,0.027728613569321534,0.030678466076696165,0.0029498525073746312,R101,R,1
83,0.15789473684210525,0.5365853658536586,0.32,0.016224188790560472,0.019174041297935103,0.0029498525073746312,R101,R,1
84,0.14736842105263157,0.4146341463414634,0.22,0.012979351032448377,0.01592920353982301,0.0029498525073746312,R101,R,1
85,0.11578947368421053,0.34146341463414637,0.14,0.029793510324483775,0.03274336283185841,0.0029498525073746312,R101,R,1
86,0.16842105263157894,0.23170731707317074,0.82,0.026843657817109144,0.029793510324483775,0.0029498525073746312,R101,R,1
87,0.042105263157894736,0.18292682926829268,0.7,0.027728613569321534,0.030678466076696165,0.0029498525073746312,R101,R,1
88,0.29473684210526313,0.18292682926829268,0.52,0.02743362831858407,0.0303834808259587,0.0029498525073746312,R101,R,1
89,0.2736842105263158,0.5975609756097561,0.18,0.02182890855457227,0.024778761061946902,0.0029498525073746312,R101,R,1
90,0.2736842105263158,0.3902439024390244,0.3,0.05191740412979351,0.05486725663716814,0.0029498525073746312,R101,R,1
91,0.3263157894736842,0.7804878048780488,0.06,0.028023598820058997,0.030973451327433628,0.0029498525073746312,R101,R,1
92,0.15789473684210525,0.1951219512195122,0.02,0.0471976401179941,0.05014749262536873,0.0029498525073746312,R101,R,1
93,0.23157894736842105,0.23170731707317074,0.04,0.005309734513274336,0.008259587020648967,0.0029498525073746312,R101,R,1
94,0.18947368421052632,0.25609756097560976,0.44,0.05545722713864307,0.0584070796460177,0.0029498525073746312,R101,R,1
95,0.2736842105263158,0.2926829268292683,0.54,0.029498525073746312,0.032448377581120944,0.0029498525073746312,R101,R,1
96,0.2631578947368421,0.25609756097560976,0.4,0.011504424778761062,0.014454277286135693,0.0029498525073746312,R101,R,1
97,0.23157894736842105,0.2926829268292683,0.22,0.03982300884955752,0.04277286135693215,0.0029498525073746312,R101,R,1
98,0.2631578947368421,0.21951219512195122,0.24,0.039233038348082595,0.04218289085545723,0.0029498525073746312,R101,R,1
99,0.2,0.21951219512195122,0.2,0.01710914454277286,0.020058997050147492,0.0029498525073746312,R101,R,1
100,0.21052631578947367,0.2804878048780488,0.18,0.02448377581120944,0.02743362831858407,0.0029498525073746312,R101,R,1
101,0.18947368421052632,0.18292682926829268,0.34,0.05457227138643068,0.05752212389380531,0.0029498525073746312,R101,R,1
1,0.3684210526315789,0.3902439024390244,0.0,0.0,0.06784660766961652,0.0,R102,R,1
2,0.43157894736842106,0.5609756097560976,0.2,0.0,0.06017699115044248,0.0029498525073746312,R102,R,1
3,0.3684210526315789,0.17073170731707318,0.14,0.0,0.05958702064896755,0.0029498525073746312,R102,R,1
